@relation velocity_m

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug numeric

@data
5,2.002,0,11,26,10,4,9,5,2,210,0,0,0.903226,0.4,2,2,41,1,0.6,1
152,1.001,0,66,245,7900,48,60,50,0.761589,8177,0.785714,10,0,0.145695,0,0,52.611842,12,2.6118,1
11,1.001,0,3,19,31,1,2,9,0.8,161,0.5,0,0,0.4,0,0,13.272727,5,1.8182,1
28,1.001,0,18,68,0,3,15,28,0,431,1,1,0,0.25,0,0,14.357143,2,0.9286,1
5,1.001,0,12,5,10,8,4,5,2,5,0,0,0,0.68,0,0,0,1,1,0
4,1.001,0,8,14,6,8,0,3,2,66,0,0,0,0.416667,0,0,15.5,5,1.75,1
2,2.002,0,2,5,1,1,1,1,2,11,0,0,0.941176,0.833333,1,2,4.5,1,0.5,0
3,1.001,0,4,3,3,4,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,0
3,2.002,0,4,8,3,1,3,3,2,23,0,0,0.984615,0.5,1,1,6.666667,1,0.3333,0
7,2.002,0,16,35,9,4,14,5,0.566667,229,0.8,3,0.848485,0.326531,1,1,31,1,0.7143,1
3,2.002,0,2,6,3,0,2,1,2,12,0,0,0.714286,0.666667,1,2,3,1,0.6667,1
5,2.002,0,9,19,10,4,7,5,2,84,0,0,0.903226,0.4,1,1,15.8,1,0.6,0
12,1.001,0,2,25,0,1,1,0,0.436364,218,1,0,0,0.395833,0,0,16.75,3,1.3333,1
41,1.001,0,49,41,820,49,41,41,2,41,0,0,0,0.069767,0,0,0,1,1,0
5,1.001,0,30,5,10,30,0,5,2,5,0,0,0,0.666667,0,0,0,1,1,0
3,2.002,0,3,6,3,0,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1,0.3333,0
4,4.004,4,10,7,0,9,1,4,0.666667,35,1,0,0.928571,0.666667,0,0,7.25,1,0.25,1
6,1.001,0,6,25,0,1,5,6,0.4,83,1,1,0,0.458333,0,0,12.5,2,1,1
8,2.002,0,10,33,26,0,10,6,1.057143,158,0,0,0.647059,0.357143,1,1,18.125,3,1.125,1
5,5.005,0,23,7,0,20,3,5,0.6875,45,1,0,0.823529,0.5,0,0,7.2,1,0.6,1
4,2.002,0,11,20,6,4,9,4,2,138,0,0,0.933333,0.416667,1,1,33.5,1,0.5,1
4,2.002,1,16,16,4,11,5,4,1.333333,83,0,0,0.8,0.375,0,0,19.5,1,0.5,1
25,1.001,0,7,78,194,2,5,17,0.878788,530,0.727273,3,0,0.261905,0,0,19.76,3,1.04,0
4,1.001,0,1,16,0,1,0,4,0.444444,77,1,0,0,0.625,0,0,17.5,2,1.25,0
5,2.002,0,5,10,10,1,4,5,2,32,0,0,0.862069,0.666667,0,0,5.4,1,0.8,0
10,1.001,0,5,10,45,3,2,10,2,10,0,0,0,0.266667,0,0,0,1,1,1
18,1.001,0,3,36,133,2,3,18,0.764706,298,0,1,0,0.333333,0,0,15.5,4,1.3889,0
15,4.004,0,22,89,51,1,22,11,0.826531,776,0.857143,1,0.847826,0.373333,2,2,49.8,5,1.4667,0
5,2.002,0,14,30,0,4,12,5,0.4,244,1,1,0.903226,0.433333,1,1,46.8,4,1.2,1
0,1.001,0,61,0,0,58,4,0,2,0,0,0,0,0,0,0,0,0,0,0
3,2.002,0,5,6,3,4,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1,0.3333,0
5,2.002,0,9,13,8,4,7,5,0.75,41,1,0,0.903226,0.4,0,0,7,1,0.6,0
6,1.001,0,5,25,0,1,4,6,0.4,136,1,1,0,0.458333,0,0,21,5,1.8333,1
24,1.001,0,44,24,276,37,7,24,2,24,0,0,0,0.244048,0,0,0,1,1,1
3,1.001,0,6,3,3,2,4,3,1.5,5,0,0,0,0.583333,0,0,0,1,1,0
6,1.001,0,2,13,0,0,2,6,0.4,51,1,0,0,0.833333,0,0,7.166667,1,0.8333,1
4,2.002,0,8,12,6,4,6,4,2,67,0,0,0.933333,0.416667,1,1,15.75,1,0.5,1
5,2.002,0,8,10,10,4,6,5,2,39,0,0,0.903226,0.4,1,2,6.8,1,0.6,0
3,1.001,0,9,3,3,6,3,3,2,3,0,0,0,0.933333,0,0,0,1,1,1
3,1.001,0,4,8,1,3,1,0,0.5,45,1,0,0,0.5,0,0,13.666667,2,0.6667,0
5,2.002,1,8,23,4,2,6,3,0.25,118,1,1,0.571429,0.457143,0,0,22.4,2,0.8,1
3,3.003,0,6,21,3,1,5,2,2,102,0,0,0.875,0.722222,2,2,33,3,1,1
5,1.001,0,4,5,10,2,2,5,2,5,0,0,0,0.6,0,0,0,1,1,1
2,2.002,0,4,8,0,1,3,2,0,33,1,0,0.977273,0.625,0,0,15,2,1,1
2,2.002,0,2,4,1,0,2,2,2,10,0,0,0.888889,0.666667,0,0,4,1,0.5,0
16,1.001,0,11,52,112,11,0,12,0.826667,854,0.533333,0,0,0.226667,0,0,51.4375,18,4.5625,1
43,2.002,0,44,52,897,0,44,41,0.011905,340,1,0,0.505882,0.067604,0,0,6.860465,4,1.0698,1
1,1.001,0,8,1,0,7,1,1,2,1,0,0,0,1,0,0,0,1,1,1
4,2.002,0,9,22,6,4,7,4,2,157,0,0,0.933333,0.416667,1,1,38.25,1,0.5,1
11,1.001,0,13,40,0,2,11,10,0.663636,580,1,3,0,0.246753,0,0,50.727273,3,1.1818,1
3,1.001,0,9,3,3,8,1,3,2,3,0,0,0,0.666667,0,0,0,1,1,1
4,1.001,0,4,4,6,4,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
5,1.001,3,6,6,0,5,1,4,0.625,30,1,1,0,0.466667,0,0,4.6,2,1,1
20,2.002,0,8,27,118,5,3,17,0.473684,129,1,1,0.5,0.316667,1,3,5.4,1,0.95,1
5,2.002,0,11,26,10,4,9,5,2,204,0,0,0.903226,0.4,2,2,39.8,1,0.6,1
10,1.001,0,3,40,39,0,3,4,0.962963,470,1,0,0,0.388889,0,0,45.7,8,2.3,0
4,1.001,0,5,17,0,0,5,4,0.333333,90,0,2,0,0.5,0,0,20.75,3,1.5,1
3,1.001,0,5,12,0,0,5,3,0.875,61,0.75,1,0,0.555556,0,0,18,4,1.6667,1
1,1.001,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,1
5,2.002,0,6,11,8,4,4,5,0.875,37,0.5,0,0.903226,0.4,0,0,6,1,0.6,0
3,1.001,0,4,3,3,4,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,0
3,2.002,0,3,6,3,0,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1,0.3333,0
15,2.002,0,19,50,39,3,16,12,0.811688,487,1,1,0.333333,0.237037,0,0,30.733333,3,1.2667,1
3,2.002,0,5,6,3,4,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1,0.3333,0
15,1.001,0,18,27,29,10,10,15,0.690476,365,0.833333,0,0,0.177778,0,0,22.933333,7,1.8,1
8,5.005,0,48,15,6,45,3,8,0.809524,94,1,0,0.666667,0.375,1,1,10,2,1,1
1,1.001,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1
21,1.001,2,74,28,208,72,2,17,0,145,1,1,0,0.409524,0,0,5.857143,2,0.9524,1
5,1.001,0,8,31,2,5,4,3,1.083333,161,0.333333,2,0,0.36,0,0,28.8,9,2.4,1
4,2.002,0,9,8,6,4,7,4,2,23,0,0,0.933333,0.392857,0,0,4.75,1,0.5,1
24,1.001,0,12,74,274,12,0,23,0.956522,731,1,0,0,0.168478,0,0,29.416667,8,2.5833,1
4,2.002,0,10,10,6,4,8,4,2,37,0,0,0.933333,0.392857,1,1,8.25,1,0.5,0
5,2.002,0,10,11,10,4,8,5,2,32,0,0,0.903226,0.371429,1,2,5.4,1,0.6,0
4,1.001,0,5,17,6,2,3,4,2,220,0,0,0,0.3125,0,0,54,14,4,1
4,3.003,0,11,30,6,0,11,4,2,272,0,0,0.727273,0.4375,1,1,67,1,0.75,1
4,1.001,0,13,4,6,12,1,4,1.333333,14,0,0,0,0.55,0,0,0,1,1,1
3,1.001,0,9,32,3,1,8,2,2,241,0,0,0,0.444444,0,0,79.333333,1,0.6667,1
1,1.001,0,2,1,0,2,0,0,2,352,0,0,0,0,0,0,276,0,0,1
7,1.001,0,1,26,1,0,1,6,0,177,1,0,0,0.464286,0,0,24,4,1,1
2,2.002,0,2,4,1,0,2,2,2,10,0,0,0.888889,0.666667,0,0,4,1,0.5,0
2,1.001,0,8,2,1,7,1,2,2,7,0,0,0,0.625,0,0,0,1,1,0
49,1.001,0,33,132,674,3,30,38,0.794508,1402,0.590909,7,0,0.181633,0,0,27.163265,6,1.4286,1
8,2.002,0,9,39,8,0,9,5,0.5,274,1,0,0.611111,0.375,0,0,33,7,2.25,1
4,1.001,0,0,12,6,0,0,4,2,50,0,0,0,0.5,0,0,11.5,2,1,0
23,1.001,0,9,52,0,1,8,22,0.672727,245,0.2,2,0,0.186957,0,0,9.434783,4,1.1739,1
4,1.001,0,1,25,6,0,1,2,2,145,0,0,0,0.875,0,0,35.25,2,1,0
1,1.001,0,3,1,0,3,0,0,2,211,0,0,0,0,0,0,168,0,0,1
4,2.002,0,7,10,6,4,5,4,2,28,0,0,0.933333,0.392857,0,0,6,1,0.5,0
90,1.001,0,5,123,575,1,4,10,0.804222,12396,0.272727,1,0,0.338951,0,0,136.366667,201,12.8222,1
5,1.001,0,6,9,0,2,4,4,0.25,37,1,1,0,0.433333,0,0,6.2,1,0.8,1
4,2.002,0,11,21,6,4,9,4,2,168,0,0,0.933333,0.416667,1,1,41,1,0.5,1
6,2.002,0,20,37,0,5,17,6,0.533333,316,1,1,0.875,0.416667,1,2,51.166667,1,0.6667,1
10,3.003,0,8,20,3,6,2,10,0.555556,86,1,0,0.793103,0.38,1,4,7.4,1,0.6,0
4,2.002,0,26,25,0,13,14,4,0.333333,209,1,1,0.842105,0.5,1,1,51,1,0.75,1
9,5.005,0,30,19,0,25,5,9,0.625,204,1,0,0.777778,0.355556,0,0,21.111111,1,0.4444,1
4,2.002,0,5,21,0,1,4,2,0.333333,118,1,1,0.571429,0.541667,0,0,28.25,2,1,1
1,1.001,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,1
4,2.002,0,9,16,2,0,9,4,0.666667,66,0,1,0.7,0.4375,1,1,15.25,1,0.75,1
10,1.001,1,12,46,0,1,11,7,0.814815,357,0.5,1,0,0.422222,0,0,34.1,2,1.1,1
5,1,0,34.068,5,10,34,0,5,2,5,0,0,0,0.666667,0,0,0,1,1,1
1,3,0,1.002,9,0,0,1,1,2,27,0,0,1,1,0,0,26,0,0,0
3,4,0,8.016,17,1,0,8,3,0,75,1,0,0.964286,0.666667,3,3,23,1,0.6667,0
148,1,0,60.12,236,0,43,55,48,0.733909,9104,0.769231,9,0,0.147804,0,0,60.337838,34,4.5878,0
8,1,0,17.034,44,18,3,17,7,0.761905,360,0.666667,2,0,0.4375,0,0,43.625,1,0.875,1
3,2,0,3.006,6,3,0,3,3,2,17,0,0,0.964286,0.533333,0,0,4.666667,1,0.3333,1
4,1,1,2.004,19,0,1,1,2,0,101,1,0,0,0.5,0,0,23.75,1,0.75,1
5,2,0,10.02,12,10,4,8,5,2,62,0,0,0.9,0.4,1,2,11.4,1,0.6,1
7,1,0,16.032,12,0,11,6,7,0.5,140,1,3,0,0.326531,0,0,18.571429,5,2.4286,1
5,4,0,44.088,6,0,43,1,5,0.666667,40,1,0,0.764706,0.533333,0,0,6.4,1,0.8,1
10,3,0,16.032,31,29,0,16,9,0.722222,284,1,0,0.859649,0.269841,3,3,27,5,1.5,0
12,1,0,6.012,39,46,1,5,3,0.8,510,1,2,0,0.227273,0,0,41.083333,11,3.5,1
22,1,0,13.026,70,229,13,0,21,0.97619,681,1,0,0,0.172619,0,0,29.863636,8,2.6364,1
5,2,0,6.012,13,10,0,6,5,2,51,0,0,0.714286,0.45,0,0,9.2,1,0.8,1
0,1,0,5.01,0,0,5,0,0,2,51,0,0,0,0,0,0,0,0,0,1
2,1,0,1.002,8,1,1,0,2,2,75,0,0,0,0.5,0,0,36.5,9,4.5,1
17,1,0,11.022,47,42,2,10,6,0.701389,688,1,2,0,0.364706,0,0,38.941176,12,2.7647,1
4,2,0,10.02,20,6,4,8,4,2,131,0,0,0.931034,0.416667,1,1,31.75,1,0.5,1
9,2,0,11.022,34,34,1,10,6,0.75,239,1,0,0.5,0.333333,0,0,25.444444,6,1.4444,1
35,1,0,47.094,35,595,47,35,35,2,35,0,0,0,0.081081,0,0,0,1,1,0
4,1,0,10.02,24,0,1,9,4,0.166667,178,1,1,0,0.5,0,0,43,2,1,1
6,2,0,6.012,9,13,4,4,5,0.8,28,1,0,0.9,0.4,0,0,3.5,1,0.5,1
45,1,0,27.054,112,730,3,24,35,0.836777,844,1,6,0,0.209877,0,0,17.511111,4,1.2667,1
8,2,0,8.016,35,12,0,8,5,0.5,262,1,0,0.588235,0.375,0,0,31.5,6,2,1
3,4,0,9.018,21,3,0,9,2,1.5,119,1,0,0.964286,0.666667,2,4,38.333333,2,1,0
4,1,0,0,12,6,0,0,4,2,50,0,0,0,0.5,0,0,11.5,2,1,1
19,1,0,11.022,46,0,1,10,19,0.7,227,0.2,2,0,0.192982,0,0,10.684211,4,1.3158,1
6,1,0,8.016,32,0,0,8,4,0.4,160,1,1,0,0.416667,0,0,25.333333,2,1.3333,1
29,1,40,65.13,43,330,57,11,29,0.917857,318,0.9,6,0,0.17931,0,0,9.62069,4,1.2414,1
94,1,0,5.01,126,413,1,4,10,0.802542,10760,0.272727,1,0,0.33871,0,0,113.117021,95,10.5426,0
5,2,0,10.02,22,10,4,8,5,2,153,0,0,0.9,0.4,1,1,29.6,1,0.6,1
6,4,0,4.008,51,15,0,4,3,1.2,304,1,0,0.915254,0.366667,2,4,49.166667,1,0.8333,0
5,2,0,17.034,33,0,4,15,5,0.25,292,1,0,0.9,0.466667,1,2,57,1,0.6,1
10,3,0,22.044,20,3,20,2,10,0,85,1,0,0.777778,0.38,1,4,7.4,1,0.6,1
4,2,0,33.066,25,0,21,13,4,0.666667,214,1,0,0.842105,0.5,1,1,52,1,0.75,1
1,4,0,26.052,2,0,25,1,1,2,5,0,0,1,1,0,0,4,0,0,1
6,2,0,7.014,33,0,0,7,5,0.4,279,1,0,0.666667,0.458333,1,1,45.166667,9,2.6667,1
5,1,0,4.008,5,10,2,2,5,2,5,0,0,0,0.5,0,0,0,1,1,1
4,2,0,8.016,12,6,4,6,4,2,42,0,0,0.931034,0.416667,1,1,9.5,1,0.5,1
2,2,0,10.02,17,1,6,5,2,2,87,0,0,0.941176,1,1,1,42.5,1,0.5,1
18,3,1,13.026,63,149,2,11,6,1.019608,417,0.444444,1,0.6,0.338235,1,2,21.666667,5,1.1111,1
18,1,0,3.006,37,133,2,3,18,0.882353,302,0,1,0,0.333333,0,0,15.666667,4,1.3889,1
5,2,0,9.018,27,0,4,7,5,0.3125,180,1,1,0.9,0.433333,1,1,34.2,2,0.8,1
3,4,0,8.016,22,3,0,8,2,1.5,124,1,0,0.964286,0.666667,3,4,38,2,1,0
4,1,0,1.002,7,0,1,0,4,0.333333,23,1,0,0,0.625,0,0,4.5,1,0.75,1
6,3,0,8.016,18,15,0,8,5,1,160,0,0,0.907407,0.5,0,0,25.5,2,1,0
11,1,3,12.024,15,29,9,4,11,0.775,68,1,1,0,0.246753,0,0,4.818182,1,0.9091,1
18,3,0,13.026,80,117,0,13,16,0.929412,534,1,0,0.685185,0.3,1,1,28.111111,4,1.1111,1
4,1,0,3.006,14,0,1,2,4,0.5,92,1,1,0,0.4,0,0,21.5,3,1.25,1
1,1,0,3.006,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,1
5,2,0,10.02,22,10,4,8,5,2,153,0,0,0.9,0.4,1,1,29.6,1,0.6,1
5,2,0,11.022,27,8,0,11,5,0.75,154,1,1,0.636364,0.44,0,0,29,1,0.8,1
5,2,0,10.02,22,10,4,8,5,2,140,0,0,0.9,0.4,2,2,27,1,0.6,1
7,2,0,15.03,31,9,4,13,5,0.666667,149,0.75,2,0.84375,0.326531,1,1,19.714286,1,0.7143,1
39,1,0,4.008,68,727,2,2,38,0.963158,537,0,0,0,0.160819,0,0,12.641026,3,1.1026,0
5,2,0,10.02,19,10,4,8,5,2,84,0,0,0.9,0.4,1,1,15.8,1,0.6,1
4,4,0,13.026,45,2,1,13,3,0.916667,359,1,4,0.947368,0.5,3,6,86.75,1,0.75,0
5,4,0,6.012,32,4,0,6,3,0.85,642,0.8,0,0.947368,0.5,3,3,126.4,22,4.8,0
4,1,0,46.092,4,6,46,0,4,2,4,0,0,0,1,0,0,0,1,1,1
6,1,0,4.008,32,0,1,3,6,0.4,195,1,1,0,0.5,0,0,30.833333,3,1.1667,1
14,1,0,4.008,26,43,2,3,7,0.703297,309,1,1,0,0.346154,0,0,20.571429,5,2.2143,1
2,2,0,1.002,14,0,1,0,2,1,55,1,0,0.971429,0.75,1,1,25.5,1,0.5,0
3,2,0,13.026,14,0,10,3,2,0.75,88,0.5,1,0.6,0.466667,1,1,27.666667,1,0.6667,1
4,1,0,1.002,16,0,1,0,4,0.444444,77,1,0,0,0.625,0,0,17.5,2,1.25,1
8,1,0,6.012,8,28,4,2,8,2,8,0,0,0,0.325,0,0,0,1,1,1
6,1,0,16.032,57,15,0,16,5,1,437,1,0,0,0.4,0,0,71.666667,2,1.1667,0
0,1,0,58.116,0,0,55,4,0,2,0,0,0,0,0,0,0,0,0,0,1
3,4,0,7.014,23,3,0,7,3,1.5,188,1,0,0.964286,0.666667,2,4,59.666667,3,1.3333,0
4,2,0,10.02,20,6,4,8,4,2,131,0,0,0.931034,0.416667,1,1,31.75,1,0.5,1
3,3,0,0,12,0,0,0,2,0.333333,86,1,0,0.866667,0.666667,1,1,26.666667,2,1,0
3,1,0,6.012,3,3,2,4,3,1.5,5,0,0,0,0.583333,0,0,0,1,1,1
11,1,1,7.014,21,17,2,5,10,0.75,92,1,2,0,0.257576,0,0,7,2,1,1
38,1,2,40.08,40,703,3,37,38,1,296,1,1,0,0.074224,0,0,6.736842,1,0.9737,1
6,4,0,4.008,51,15,0,4,3,1.2,304,1,0,0.915254,0.366667,2,4,49.166667,1,0.8333,0
1,4,0,3.006,2,0,2,1,1,2,5,0,0,1,1,0,0,4,0,0,1
3,1,0,4.008,8,1,3,1,0,0.5,45,1,0,0,0.5,0,0,13.666667,2,0.6667,1
3,2,1,5.01,17,1,2,3,2,0.5,122,1,1,0.6,0.555556,1,2,39,3,1.3333,1
6,3,0,8.016,26,15,0,8,6,2,342,0,0,0.907407,0.5,2,2,56,1,0.8333,0
2,3,0,5.01,15,1,1,4,1,2,72,0,0,0.833333,0.8,2,5,35,3,1.5,1
2,2,0,5.01,8,0,1,4,2,0,33,1,0,0.973684,0.625,0,0,15,2,1,1
1,4,0,31.062,2,0,30,1,1,2,5,0,0,1,1,0,0,4,0,0,1
18,1,0,12.024,35,33,4,8,18,0.686275,144,0,3,0,0.238095,0,0,6.833333,2,1.0556,1
0,1,0,1.002,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1
3,3,0,6.012,15,1,0,6,3,0,61,1,0,0.960784,0.666667,3,3,18.666667,1,0.6667,0
11,1,0,14.028,41,0,2,12,10,0.654545,580,1,3,0,0.246753,0,0,50.727273,11,2.1818,1
4,1,2,6.012,5,0,5,1,4,0.666667,25,1,1,0,0.625,0,0,4.75,2,1,1
4,1,0,5.01,4,6,5,0,4,2,4,0,0,0,0.5,0,0,0,1,1,1
3,2,0,3.006,6,3,0,3,3,2,17,0,0,0.964286,0.533333,0,0,4.666667,1,0.3333,1
25,1,0,29.058,64,300,14,15,25,2,332,0,0,0,0.149091,0,0,12.28,8,1.28,1
10,1,0,3.006,40,39,0,3,4,0.962963,460,1,0,0,0.388889,0,0,44.7,4,2.1,1
2,1,0,3.006,2,1,2,2,2,2,2,0,0,0,1,0,0,0,1,1,1
5,2,0,4.008,10,8,1,4,5,0.875,34,0.5,0,0.9,0.4,0,0,5.4,1,0.6,1
3,4,0,8.016,23,3,0,8,3,1.5,130,1,0,0.964286,0.666667,2,4,40.666667,2,1,0
2,2,2,6.012,6,1,2,4,1,2,19,0,0,0.875,0.75,0,0,8.5,2,1,1
4,2,0,6.012,7,6,4,4,4,2,20,0,0,0.931034,0.416667,0,0,4,1,0.5,1
2,2,0,2.004,5,1,1,1,1,2,11,0,0,0.947368,0.833333,1,2,4.5,1,0.5,1
3,1,0,4.008,3,3,4,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,1
2,2,0,3.006,7,1,1,2,2,2,21,0,0,0.987179,0.666667,1,1,9.5,1,0.5,1
5,2,0,7.014,11,0,4,5,5,0.25,44,1,0,0.9,0.433333,0,0,7.6,1,0.6,0
5,2,0,16.032,33,0,4,14,5,0.5,245,1,1,0.9,0.466667,0,0,47.6,1,0.6,1
3,1,0,1.002,4,3,1,0,3,2,10,0,0,0,1,0,0,2.333333,1,0.6667,0
1,3,3,3.006,2,0,3,0,1,2,5,0,0,1,1,0,0,4,0,0,1
11,1,0,2.004,37,49,1,1,4,0.933333,680,0.25,0,0,0.233766,0,0,59.727273,60,9.8182,1
24,1,0,19.038,62,0,6,13,24,0,392,1,1,0,0.238636,0,0,15.291667,2,1,1
15,2,0,16.032,42,41,3,13,12,0.792857,445,1,1,0.333333,0.237037,0,0,28,3,1.2667,1
3,2,0,5.01,6,3,4,3,3,2,17,0,0,0.964286,0.533333,0,0,4.666667,1,0.3333,1
4,4,0,3.006,8,6,0,3,3,1.333333,62,1,0,0.947368,0.75,2,4,14,5,1.75,0
7,3,0,10.02,28,15,0,10,5,0.5,258,1,0,0.571429,0.428571,0,0,35.571429,1,0.8571,1
1,1,0,4.008,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1
17,1,2,24.048,20,96,21,4,17,0.902778,120,1,2,0,0.235294,0,0,5.529412,3,1.0588,1
12,2,0,7.014,27,64,1,6,11,0.909091,86,1,0,0.914634,0.606061,1,1,6.083333,1,0.5833,1
4,2,0,10.02,10,6,4,8,4,2,37,0,0,0.931034,0.392857,1,1,8.25,1,0.5,1
5,2,0,10.02,11,10,4,8,5,2,32,0,0,0.9,0.371429,1,2,5.4,1,0.6,1
4,1,0,4.008,17,6,2,2,4,2,222,0,0,0,0.3125,0,0,54.5,14,6.75,1
4,3,0,12.024,25,6,0,12,4,1,238,1,0,0.727273,0.4375,1,1,58.25,1,0.75,1
4,4,0,4.008,8,6,0,4,4,2,67,0,0,0.964286,0.5,3,3,15.75,1,0.5,0
2,1,0,5.01,22,1,1,4,2,2,158,0,0,0,0.5,0,0,78,1,0.5,1
1,1,0,2.004,1,0,2,0,0,2,321,0,0,0,0,0,0,252,0,0,0
7,1,0,2.004,20,1,2,0,6,0,137,1,0,0,0.464286,0,0,18.285714,4,1,1
2,1,0,11.022,2,1,10,1,2,2,7,0,0,0,0.625,0,0,0,1,1,1
2,2,0,2.004,3,1,1,1,2,2,7,0,0,0.5,1,0,0,2.5,1,0.5,0
2,1,1,2.004,3,1,2,0,2,2,7,0,0,0,1,0,0,2.5,1,0.5,0
2,1,0,6.012,16,1,0,6,2,0,67,1,2,0,0.5,0,0,31.5,1,0.5,0
4,2,0,10.02,20,6,4,8,4,2,161,0,0,0.931034,0.416667,1,1,39.25,1,0.5,1
5,2,0,10.02,22,10,4,8,5,2,153,0,0,0.9,0.4,1,1,29.6,1,0.6,1
4,1,0,1.002,22,6,0,1,2,2,102,0,0,0,0.875,0,0,24.5,3,1.75,1
1,1,0,3.006,1,0,3,0,0,2,196,0,0,0,0,0,0,156,0,0,0
4,2,0,5.01,9,6,1,5,4,2,25,0,0,0.931034,0.392857,0,0,5.25,1,0.5,1
5,2,0,8.016,11,10,4,6,5,2,31,0,0,0.9,0.4,1,2,5.2,1,0.6,1
4,2,0,10.02,20,6,4,8,4,2,161,0,0,0.931034,0.416667,1,1,39.25,1,0.5,1
2,1,0,10.02,2,1,10,1,2,2,2,0,0,0,0.75,0,0,0,1,1,1
3,3,0,8.016,18,3,1,8,3,2,50,0,0,0.960784,0.666667,2,2,15.666667,1,0.6667,0
20,2,0,1.002,30,52,1,0,14,0.673684,378,0.7,0,0.448276,0.324561,1,2,17.4,4,1,1
2,1,0,5.01,14,1,1,4,2,2,55,0,0,0,0.5,0,0,26.5,1,0.5,1
3,2,0,5.01,6,3,4,3,3,2,17,0,0,0.964286,0.533333,0,0,4.666667,1,0.3333,1
1,1,0,4.008,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1
37,2,0,39.078,46,660,1,38,35,0.013889,304,1,0,0.506849,0.078159,0,0,7.162162,4,1.0811,1
4,2,0,10.02,20,6,4,8,4,2,131,0,0,0.931034,0.416667,1,1,31.75,1,0.5,1
25,1,0,6.012,76,194,2,4,17,0.878788,508,0.727273,3,0,0.261905,0,0,18.88,5,1.16,1
5,2,0,5.01,10,10,1,4,5,2,32,0,0,0.833333,0.666667,0,0,5.4,1,0.8,1
4,1,0,2.004,5,0,2,0,4,0.333333,97,1,0,0,0.5,0,0,22.5,3,1.5,1
3,1,0,3.006,11,3,1,2,2,2,41,0,0,0,0.666667,0,0,12.666667,2,1,1
3,2,0,5.01,6,3,4,3,3,2,17,0,0,0.964286,0.533333,0,0,4.666667,1,0.3333,1
53,3,0,6.012,139,1188,5,3,50,0.834135,1625,1,1,0.395062,0.102273,0,0,29.509434,7,2.5094,0
1,3,0,3.006,9,0,2,1,1,2,27,0,0,1,1,0,0,26,0,0,1
7,2,0,12.024,24,0,4,10,7,0.611111,136,1,1,0.84375,0.303571,0,0,18,1,0.7143,1
2,1,0,28.056,41,1,0,28,2,2,332,0,0,0,0.5,0,0,165,1,0.5,0
13,2,1,14.028,17,66,10,4,13,0.75,95,1,1,0.47619,0.461538,0,0,6.230769,4,1.3846,1
6,3,0,2.004,19,15,2,0,4,1.12,184,0,0,0.8125,0.5,1,1,28.833333,14,2.8333,0
37,1,0,17.034,92,0,3,14,34,0.5,438,1,1,0,0.177778,1,1,10.783784,13,1.1622,1
5,2,0,10.02,22,10,4,8,5,2,153,0,0,0.9,0.4,1,1,29.6,1,0.6,1
30,1,0,10.02,60,435,0,10,30,2,133,0,0,0,0.133333,0,0,3.433333,1,0.9667,1
3,1,0,20.04,4,3,20,0,3,1.4375,23,0,2,0,0.5,0,0,4,2,1,0
0,1,0,6.012,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1
12,1,0,2.004,25,0,1,1,0,0.436364,218,1,0,0,0.395833,0,0,16.75,3,1.3333,0
24,1,0,2.004,36,0,1,1,21,0.504348,991,0.666667,0,0,0.3125,0,0,39.666667,7,1.5,1
3,2,0,5.01,19,1,1,5,1,0.5,82,1,0,0.9,0.5,0,0,26,2,1,0
3,2,0,3.006,6,3,0,3,3,2,17,0,0,0.964286,0.533333,0,0,4.666667,1,0.3333,1
6,1,0,5.01,19,0,1,4,6,0.5,61,1,1,0,0.458333,0,0,8.833333,1,0.8333,1
3,4,0,10.02,26,3,0,10,3,2,155,0,0,0.964286,0.666667,2,4,50.666667,2,1,0
28,1,0,67.134,28,378,60,11,28,2,28,0,0,0,0.238095,0,0,0,1,1,1
8,1,5,20.04,9,16,14,7,8,0.761905,40,1,1,0,0.3125,0,0,3.625,1,0.875,1
